---,RecipeName,ShortDesc,LongDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,Result1ID,Result1Quantity,Result2ID,Result2Quantity,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled
51013,"NSLOCTEXT("""", ""1018C73B4CD9F32AFD95E8920954BCC4"", ""Steel Hatchet"")","NSLOCTEXT("""", ""19FADF7C4DE148E9CD7A35B8513E1685"", ""An axe of strengthened steel for chopping wood"")","NSLOCTEXT("""", ""D82F9F3E41E8B6294891C6B91BAE708B"", ""<span style=\""italic\""> Then his manner changed again, with lightning-like abruptness; he recoiled with a startled curse, knife and hatchet flashing as they leaped to positions of defense.</>\nThe Black Stranger\n\nOne need only see the smoke curling from the chimneys of hamlets across the Thurian continent to understand the ubiquity of the humble hatchet. Gathering wood for cooking and construction are a part of daily life and the hatchet serves admirably for this purpose. Primarily used to hack down trees and fallen logs, hatchets can also be used in combat though they make unwieldy weapons.\nConstructed from superior materials, and marked with intricate designs, this hatchet is as much a display of workmanship as a tool for cutting wood."")","Weapon","120.000000","3","4956","89301","0","/Game/UI/Textures/Icons/icon_steel_hatchet.icon_steel_hatchet","None","False","10012","5","11502","20","12511","10","0","0","51013","1","0","0","0","False","True"
51021,"NSLOCTEXT("""", ""D99BC1894895C6D6906A0F8E7FB7768B"", ""Pickaxe"")","NSLOCTEXT("""", ""EAA6F0804D3E1FEAC66710830EDB1D55"", ""A combination of hatchet and pick for cutting stone and harvesting wood"")","NSLOCTEXT("""", ""A36C66B5460146307FA990A00D5BFB4B"", ""<span style=\""italic\"">From his shoulders hung a loose black cloak, and over one shoulder he bore a heavy ax, the shape of which was that of neither tool nor weapon.</>\nThe Hour of the Dragon\n\nA combination of hatchet and pick, the pickaxe is patterned off the peculiar tools used by the Afghuli tribes to break up the ice, stone and hardy trees that grow in their mountain ranges. The Afghuli may be considered uncivilized, but their wily cunning and resourcefulness has given them the ability to survive in one of the most inhospitable mountain ranges on the Thurian continent.\nThe Pickaxe can harvest wood and stone equally well and allows adventurers to focus on carrying more weapons and other tools."")","Weapon","150.000000","4","4956","89301","0","/Game/UI/Textures/Icons/icon_multi_tool.icon_multi_tool","None","False","10012","5","11502","20","12511","10","0","0","51021","1","0","0","0","False","True"
51031,"NSLOCTEXT("""", ""5D6015694802EF6E65C198BE0FF8F85D"", ""Repair Hammer"")","NSLOCTEXT("""", ""D4F2BCC64FCD8E56897545832841F188"", ""Heavy, unwieldy hammer for repairing structures"")","NSLOCTEXT("""", ""6D572AAC48D0DEA63BD037BD970256D1"", ""<span style=\""italic\"">Khosatral Khel rose and lived and waxed mighty once more. It pleased him to restore the city as it was in the days before its fall.</>\n The Devil in Iron\n\nCrafted for utility, this hammer is an unwieldy tool when used for anything other than pounding on stone or wood.\nIt is inevitable that time, the elements, and the beasts of the Exiled Lands will take their toll on structures. With the repair hammer and the correct combination of materials, almost anything can be repaired with a few hefty swings."")","Weapon","10.000000","1","66","0","0","/Game/UI/Textures/Icons/icon_repair_hammer.icon_repair_hammer","None","False","10011","20","14174","10","0","0","0","0","51031","1","0","0","0","False","True"
51151,"NSLOCTEXT("""", ""E5CD90044FA620A24FE244BF062B4521"", ""Iron Warhammer"")","NSLOCTEXT("""", ""A8759E22417AE510E6C396BE343D8197"", ""A solid-iron Warhammer"")","NSLOCTEXT("""", ""E58CEC4E4AB79A5A56925E8C236A8FAF"", ""<span style=\""italic\""> The wild Kushites rushed into the shambles, spearing the wounded, bursting the helmets of the knights with stones and iron hammers.</>\nBlack Colossus\n\nForged of iron, this Warhammer bears no markings to identify its maker.\nMauls and warhammers are slow to swing and leave their user vulnerable to counterattack, but when they connect they are brutally effective. Armored foes are particularly vulnerable to these massive blunt weapons which break bones, shatter skulls and crush spines.\nIron weapons last longer than stone weapons, but the iron found in the Exiled Lands is brittle and poor quality."")","Weapon","120.000000","2","240","89301","0","/Game/UI/Textures/Icons/icon_warhammer.icon_warhammer","None","False","10012","8","11501","30","0","0","0","0","51151","1","0","0","0","False","True"
51154,"NSLOCTEXT("""", ""7BB2EF9B4B9A2864654059B408BD6569"", ""Steel Warhammer"")","NSLOCTEXT("""", ""7AF687B74F8FCE31A1C373A045CF4095"", ""A steel Warhammer"")","NSLOCTEXT("""", ""B676624D4C1051F71707A9B40C057241"", ""<span style=\""italic\""> The sheer weight of his shackles would have slain a lesser man with exhaustion. The locks that held band and chain were massive affairs that a sledge-hammer could hardly have dinted.</>\nThe Scarlet Citadel\n\nForged of steel, this Warhammer bears no markings to identify its maker.\nMauls and warhammers are slow to swing and leave their user vulnerable to counterattack, but when they connect they are brutally effective. Armored foes are particularly vulnerable to these massive blunt weapons which break bones, shatter skulls and crush spines.\nSteel weapons are the standard in the civilized kingdoms of Hyboria and savages find themselves at a distinct disadvantage when they find themselves pitting weapons of stone or wood against hardened steel."")","Weapon","120.000000","3","7203","89301","0","/Game/UI/Textures/Icons/icon_steel_warhammer.icon_steel_warhammer","None","False","10012","8","11502","30","0","0","0","0","51154","1","0","0","0","False","True"
51155,"NSLOCTEXT("""", ""2AB23A584890FABF26151493839F154A"", ""Ancient Warhammer"")","NSLOCTEXT("""", ""FA5162D54F652D8BE113B2BE17B62F99"", ""A warhammer forged from an ancient design"")","NSLOCTEXT("""", ""9AD75C964883D6BAB9627FB5B81DCDB7"", ""<span style=\""italic\""> \'This is a grisly thing,\' shuddered the clerk. \'It\'s too ancient to be holy. Who ever saw metal like it in a sane world?</>\nThe God in the Bowl\n\nAmong the relics excavated from the ruins of the Exiled Lands are patterns for weapons that are familiar to blacksmiths. This Warhammer is one such weapon.\nMauls and warhammers are slow to swing and leave their user vulnerable to counterattack, but when they connect they are brutally effective. Armored foes are particularly vulnerable to these massive blunt weapons which break bones, shatter skulls and crush spines.\nThis hammer whispers to its bearer of the glory of strength. The sweetness of blood. The nobility of dying in battle. The succulence of marrow slurped raw from shattered bones. The flavor of eyeballs?"")","Weapon","120.000000","4","11999","89301","0","/Game/UI/Textures/Icons/icon_steel_warhammer.icon_steel_warhammer","None","False","10012","8","11502","50","0","0","0","0","51155","1","0","0","0","False","True"
51152,"NSLOCTEXT("""", ""370428974AB5EA159BADC8B28DFC9D6B"", ""Stone Maul"")","NSLOCTEXT("""", ""607A9DA44423C0907B7B8F8BCF51A910"", ""A crude two-handed stone hammer"")","NSLOCTEXT("""", ""CA518BF74193DF0E1BCB75B83584328E"", ""<span style=\""italic\""> His devotees died about that tomb in a crimson holocaust, but the barbarians could not burst the door, nor ever mar the structure by maul or fire.</>\nBlack Colossus\n\nCrudely put together using a long branch and a large, heavy stone, this weapon will deteriorate quickly with use.\nMauls and warhammers are slow to swing and leave their user vulnerable to counterattack, but when they connect they are brutally effective. Armored foes are particularly vulnerable to these massive blunt weapons which break bones, shatter skulls and crush spines.\nEven the most primitive weapons can mean the difference between life and death for an Exile.\n"")","Weapon","30.000000","1","42","0","0","/Game/UI/Textures/Icons/icon_exile_stone_maul.icon_exile_stone_maul","None","False","10012","8","10001","30","0","0","0","0","51152","1","0","0","0","False","True"
51301,"NSLOCTEXT("""", ""666B59FF4B1B1090D2FEA98BC2CC0406"", ""Stone Club"")","NSLOCTEXT("""", ""C1FC1D7A4A2B4BDC22C147967FE5CC9F"", ""A lump of stone on a stick"")","NSLOCTEXT("""", ""F652D41F437DF1C5EB46CABE61983291"", ""<span style=\""italic\""> She saw clubs swing and descend with brutal force on kinky heads. Brands were kicked out of the fires, scattering sparks; hut-thatches smoldered and blazed up.</>\nThe Vale of Lost Women\n\nA simple arrangement of sticks and stones equally useful for bashing in skulls and breaking bones.\nYoggites believe that rending the flesh of their sacrifices causes great offence to their god. Thus they favour blunt weapons when capturing sacrifices to be dragged screaming to their flesh pits. \nThough stone itself can survive for aeons, the bindings on any stone weapon have little chance of lasting through more than a single battle."")","Weapon","10.000000","1","28","0","0","/Game/UI/Textures/Icons/icon_stone_club-1.icon_stone_club-1","None","False","10012","5","10001","20","0","0","0","0","51301","1","0","0","0","False","True"
51302,"NSLOCTEXT("""", ""5FFADF88444608638DBB4893C2856472"", ""Iron Mace"")","NSLOCTEXT("""", ""C07FCCB5409CD4E459621B914DAEFAD6"", ""A mace of unadorned iron"")","NSLOCTEXT("""", ""DD1C155A46C257DBE11E78A7069F8673"", ""<span style=\""italic\""> Across the sea of heads and spears Conan\'s madmen saw Amalric\'s riders forging steadily through the rout, to the rise and fall of axes and maces, and a mad joy of victory exalted each man\'s heart and made his arm steel.</>\nBlack Colossus\n\nA refinement of the primitive clubs swung by god-fearing savages in the wild places of the world, the mace has found its place in a world of armored figures.\nCapable of shattering bones through armor and crumpling helmets, the mace is a preferred weapon against heavily armored foes.\nIt bears no makers-mark and is made of untreated iron."")","Weapon","120.000000","2","154","89301","0","/Game/UI/Textures/Icons/icon_iron_mace_morningstar.icon_iron_mace_morningstar","None","False","11501","20","0","0","0","0","0","0","51302","1","0","0","0","False","True"
51305,"NSLOCTEXT("""", ""32F2DC5F48AFDA92D69D50AAFEB801C8"", ""Steel Mace"")","NSLOCTEXT("""", ""232A63544EF8955474598BA1AD0A02AB"", ""A mace of shining steel"")","NSLOCTEXT("""", ""FCC2BB204DDF267ACC5712B2147BDD6B"", ""<span style=\""italic\""> Across the sea of heads and spears Conan\'s madmen saw Amalric\'s riders forging steadily through the rout, to the rise and fall of axes and maces, and a mad joy of victory exalted each man\'s heart and made his arm steel.</>\nBlack Colossus\n\nA refinement of the primitive clubs swung by god-fearing savages in the wild places of the world, the mace has found its place in a world of armored figures.\nCapable of shattering bones through armor and crumpling helmets, the mace is a preferred weapon against heavily armored foes.\nThough it bears no makers-mark, this mace is excellently balanced and made of strong steel."")","Weapon","160.000000","3","4796","89301","0","/Game/UI/Textures/Icons/icon_steel_mace.icon_steel_mace","None","False","11502","20","0","0","0","0","0","0","51305","1","0","0","0","False","True"
51855,"NSLOCTEXT("""", ""9790CF624EA9857EB85C548B9EB6588B"", ""Yoggite Cudgel"")","NSLOCTEXT("""", ""26B2213643794823383376808629D8A5"", ""A macabre weapon of bone fused to rock"")","NSLOCTEXT("""", ""77349B8742D7BDA035A1449B0BE73AA0"", ""<span style=\""italic\""> He wondered how many poor devils had been bludgeoned in their sleep and dragged out of that room and down the road that ran through the shadowed palm groves to the roasting pit.</>  ? Shadows in Zamboula\nThis sinister weapon is made of the bones of a human arm bound to a large fragment of stone. \nCannibalism is more than a perverted appetite to the men of Darfar: it is an integral element of their cult. This cudgel is one of the ritual objects of the Yoggite religion. It is used to bludgeon human prey so that they can be carried to the sacrifice pit unblemished.\nBone is a brittle substance that breaks easily under even a small amount of force. Anything made of bone will fall apart quickly."")","Weapon","5.000000","3","50","0","0","/Game/UI/Textures/Icons/icon_yog_cudgel.icon_yog_cudgel","None","False","10012","5","10001","20","15002","20","0","0","51855","1","55100","20","0","False","True"
51303,"NSLOCTEXT("""", ""0FC34A5640B5B4196DB8B1A91850FC67"", ""Truncheon"")","NSLOCTEXT("""", ""2B738AC948B279CB0C8B48B1027D176C"", ""A weighted club for knocking out foes"")","NSLOCTEXT("""", ""A97C7DAE495806A8EE034B990CE747C3"", ""<span style=\""italic\"">Then he stumbled over a corpse, and a bludgeon knocked the dented helmet from his head; the next instant the club fell full on his unprotected skull.</>\nThe Hour of the Dragon\n\nUsed by watchmen and criminals alike, the truncheon is designed for incapacitating enemies without killing them.\nShemitish slavers have been known to waylay travelers leaving taverns in the meadowland cities and expertly knocking them out. The poor wretches awaken the next day in a wagonful of other captives with sore heads, on their way to the slave markets of the east.\nIt takes a great deal of experimentation to understand how to hit an enemy just hard enough to knock them out without smashing their skull.\n"")","Weapon","20.000000","1","171","0","0","/Game/UI/Textures/Icons/icon_truncheon.icon_truncheon","None","False","10012","5","12001","10","12511","10","0","0","51303","1","0","0","0","False","True"
51304,"NSLOCTEXT("""", ""6CB3F91D4CB41EAFD96A76AE54F65ADC"", ""Mitraen Ankh"")","NSLOCTEXT("""", ""32CAD2D84792DB87C2264F921525DAB8"", ""An Ankh used in the ritual purification of the dead"")","NSLOCTEXT("""", ""8C916DD942612B58606863A16A7A2240"", ""<span style=\""italic\"">\'Mitra would have folks stand upright before him - not crawling on their bellies like worms, or spilling blood of animals all over his altars.\'</> - Black Colossus\n\nThe purification of the dead is considered an important part of the death rites of Mitra. When one dies, the vessel that was the body is usually consigned to the flames in a rite that was borne from the legend of the phoenix. It is said that in cleasning the body with fire, a new soul can be reborn from the ashes.\nHowever, before a body is burned, it is ritually purified using an Ankh of Mitra. The body is struck with the Ankh to push out any trace of spirit left trapped within the body, preventing the corpse from rising again and sealing it against necromancy."")","Weapon","40.000000","2","28","89971","0","/Game/UI/Textures/Icons/icon_mitra_ankh_staff.icon_mitra_ankh_staff","None","False","10012","5","10001","20","0","0","0","0","51304","1","55100","1","0","False","True"
51401,"NSLOCTEXT("""", ""1E237A36465C0376EEA2E58FC42B0A66"", ""Hunting Bow"")","NSLOCTEXT("""", ""A77297E14CAE956EA0A1408B72B03BE5"", ""A bow crafted from a single piece of wood"")","NSLOCTEXT("""", ""E24410D64DE4B55BF656708FD7CC90AE"", ""<span style=\""italic\""> A long bow and a strong bow, and let the sky grow dark!\nThe cord to the nock, the shaft to the ear, and the king of Koth for a mark!</>\nSong of the Bossonian Archers.\n\nCarved from a single piece of wood, the hunting bow is used across the world and in hundreds of variants.\nIn trained hands, bows are lethal weapons that can bring down a foe from afar. A large part of the versatility of the bow comes from the arrows used in battle.\nThis bow will be able to bring down both human and non-human foes, but it relies heavily on the skill of the wielder.\n"")","Weapon","60.000000","1","94","0","0","/Game/UI/Textures/Icons/icon_basic_wood_bow.icon_basic_wood_bow","None","False","10012","7","12011","13","14174","13","0","0","51401","1","0","0","0","False","True"
51402,"NSLOCTEXT("""", ""A990A7FA4DE0FFB99D31AAA08D9C1C54"", ""Hyrkanian Bow"")","NSLOCTEXT("""", ""0D2B8FD845A05036F76A69B0BE6BC898"", ""A composite bow crafted of horn, wood and sinew"")","NSLOCTEXT("""", ""8F2656A04352E6C824B77697189683A4"", ""<span style=\""italic\""> Kerim Shah had unslung the powerful Turanian bow that killed at five hundred paces, and the Irakzai looked to their own lighter and less lethal bows.</>\nThe People of the Black Circle\n\nThis bow is made in the Hyrkanian style, using different materials to strengthen different areas of the bow and allowing it to be shorter than a longbow. For Hyrkanians, who spend most of their lives shooting from horseback, this is a necessity.\nHyrkanians are widely considered the best archers in the world, raised to the hunt and the art of shooting from horseback. Their bows, however, are not as well made as those of the Shemites, who have spent centuries perfecting the art.\nIn trained hands, bows are lethal weapons that can bring down a foe from afar. A large part of the versatility of the bow comes from the arrows used in battle."")","Weapon","120.000000","4","12084","89401","0","/Game/UI/Textures/Icons/icon_composite_bow.icon_composite_bow","None","False","10012","7","12512","13","12513","13","11502","50","51402","1","0","0","0","False","True"
51406,"NSLOCTEXT("""", ""1F02947E420AAEEA98364A871866D7E2"", ""Ancient Bow"")","NSLOCTEXT("""", ""B070EC794CF94AC9F9D2BD94F9A51B43"", ""0"")","NSLOCTEXT("""", ""E2A3C2D8482EDD3C59067CB896D30A45"", ""<span style=\""italic\""> Springing to his feet, he bent his bow powerfully and drove his last shaft point blank at a great hairy shape that soared up at his throat. The arrow was a flying beam of moonlight that flashed onward with but a blur in its course, but the were-beast plunged convulsively in midair and crashed headlong, shot through and through.</>\nQueen of the Black Coast\n\nCreated based on an ancient design found in the Exiled Lands, this bow seems to confuse the eye with its odd, alien curves.\nIn the thrum of the bowstring, it whispers of gibbering terrors screeching beneath a blood-red moon and the terrified screams of those who flee the merciless hunt.\nOne who holds this bow too long risks being drawn into its miasma of madness."")","Weapon","160.000000","2","94","89401","0","/Game/UI/Textures/Icons/icon_ancient_bow.icon_ancient_bow","None","False","10012","7","12512","13","12513","13","0","0","51406","1","0","0","0","False","True"
51403,"NSLOCTEXT("""", ""4A8DD69A4DCB642F7CFD15870C061F6F"", ""Exceptional Hunting Bow"")","NSLOCTEXT("""", ""16F396364AB4C9EAF4037CAA49E80B98"", ""A bow crafted from a single piece of wood"")","NSLOCTEXT("""", ""D06C752B470F6AED0AF7D29E10A32E63"", ""<span style=\""italic\""> A long bow and a strong bow, and let the sky grow dark!\nThe cord to the nock, the shaft to the ear, and the king of Koth for a mark!</>\nSong of the Bossonian Archers.\n\nCarved from a single piece of wood, the hunting bow is used across the world and in hundreds of variants.\nIn trained hands, bows are lethal weapons that can bring down a foe from afar. A large part of the versatility of the bow comes from the arrows used in battle.\nThis bow will be able to bring down both human and non-human foes, but it relies heavily on the skill of the wielder.\n"")","Weapon","60.000000","1","94","89401","0","/Game/UI/Textures/Icons/icon_basic_wood_bow.icon_basic_wood_bow","None","False","10012","7","12011","13","14174","13","0","0","51403","1","0","0","6","False","True"
51404,"NSLOCTEXT("""", ""DF88B2E84A84F7440DCB349E2F08C4CC"", ""Flawless Hunting Bow"")","NSLOCTEXT("""", ""AAC55DAB48B0274353C7B1BB33F50A29"", ""A bow crafted from a single piece of wood"")","NSLOCTEXT("""", ""56CFD2ED47756D2C6544AA87BF46D36A"", ""<span style=\""italic\""> A long bow and a strong bow, and let the sky grow dark!\nThe cord to the nock, the shaft to the ear, and the king of Koth for a mark!</>\nSong of the Bossonian Archers.\n\nCarved from a single piece of wood, the hunting bow is used across the world and in hundreds of variants.\nIn trained hands, bows are lethal weapons that can bring down a foe from afar. A large part of the versatility of the bow comes from the arrows used in battle.\nThis bow will be able to bring down both human and non-human foes, but it relies heavily on the skill of the wielder.\n"")","Weapon","60.000000","1","94","89401","0","/Game/UI/Textures/Icons/icon_basic_wood_bow.icon_basic_wood_bow","None","False","10012","7","12011","13","14174","13","0","0","51404","1","0","0","6","False","True"
51451,"NSLOCTEXT("""", ""40AD725E4D92F11DE67089B068E58479"", ""Crossbow"")","NSLOCTEXT("""", ""DEB2C6CD41AF6B5DDF1257B24CA26ED7"", ""A mechanical bow with a slow rate of fire"")","NSLOCTEXT("""", ""80481595482C29E2F15FE3B20AE38325"", ""<span style=\""italic\""> Arus felt his skin crawl, and he fingered his crossbow tensely, of half a mind to drive a bolt through the stranger\'s body without parley, yet fearful of what might happen if he failed to inflict death at the first shot.</>\nThe God in the Bowl\n\nUntil the invention of the crossbow, those kingdoms who had no cultural relationship with archery were at a disadvantage in battle. However, the creation of this mechanically loaded bow erased that advantage.\nUsing a bolt locking mechanism, this crossbow can be used by even the most unskilled peasants to make a decisive difference in battle. When loaded with the correct type of bolts, it has a long and accurate range. However, a skilled archer will always be able to fire arrows faster with a longbow."")","Weapon","150.000000","3","251","89401","0","/Game/UI/Textures/Icons/icon_crossbow-1.icon_crossbow-1","None","False","10012","7","11501","26","12513","13","0","0","51451","1","0","0","0","False","True"
51454,"NSLOCTEXT("""", ""DBB082454CF06DAACC8AA38749393930"", ""Heavy Crossbow"")","NSLOCTEXT("""", ""8757A1EE4924D730DBEC4E8DFFA61531"", ""A steel reinforced crossbow"")","NSLOCTEXT("""", ""FE9D09ED4ECE9490BA894AA86F92BAD6"", ""0"")","Weapon","150.000000","3","6286","89401","0","/Game/UI/Textures/Icons/icon_steel_crossbow.icon_steel_crossbow","None","False","10012","7","11502","26","12513","13","0","0","51454","1","0","0","0","False","True"
51452,"NSLOCTEXT("""", ""CCA3B513444268C0F39FDC921BEC7FFB"", ""Exceptional Crossbow"")","NSLOCTEXT("""", ""ADDB71FB465BF1456812AC8D1B810AC3"", ""A mechanical bow with a slow rate of fire"")","NSLOCTEXT("""", ""2329B9E04035CD764BA427839DEF95A1"", ""<span style=\""italic\""> Arus felt his skin crawl, and he fingered his crossbow tensely, of half a mind to drive a bolt through the stranger\'s body without parley, yet fearful of what might happen if he failed to inflict death at the first shot.</>\nThe God in the Bowl\n\nUntil the invention of the crossbow, those kingdoms who had no cultural relationship with archery were at a disadvantage in battle. However, the creation of this mechanically loaded bow erased that advantage.\nUsing a bolt locking mechanism, this crossbow can be used by even the most unskilled peasants to make a decisive difference in battle. When loaded with the correct type of bolts, it has a long and accurate range. However, a skilled archer will always be able to fire arrows faster with a longbow."")","Weapon","150.000000","3","251","89401","0","/Game/UI/Textures/Icons/icon_crossbow-1.icon_crossbow-1","None","False","10012","7","11501","26","12513","13","0","0","51452","1","0","0","7","False","True"
51453,"NSLOCTEXT("""", ""A6950F0544CEC2E9A40296BE18EA910D"", ""Flawless Crossbow"")","NSLOCTEXT("""", ""2AF194584673B20F2366259524D4937D"", ""A mechanical bow with a slow rate of fire"")","NSLOCTEXT("""", ""9154B17149F381E8E1205D8D4B53C75B"", ""<span style=\""italic\""> Arus felt his skin crawl, and he fingered his crossbow tensely, of half a mind to drive a bolt through the stranger\'s body without parley, yet fearful of what might happen if he failed to inflict death at the first shot.</>\nThe God in the Bowl\n\nUntil the invention of the crossbow, those kingdoms who had no cultural relationship with archery were at a disadvantage in battle. However, the creation of this mechanically loaded bow erased that advantage.\nUsing a bolt locking mechanism, this crossbow can be used by even the most unskilled peasants to make a decisive difference in battle. When loaded with the correct type of bolts, it has a long and accurate range. However, a skilled archer will always be able to fire arrows faster with a longbow."")","Weapon","150.000000","3","251","89401","0","/Game/UI/Textures/Icons/icon_crossbow-1.icon_crossbow-1","None","False","10012","7","11501","26","12513","13","0","0","51453","1","0","0","7","False","True"
51600,"NSLOCTEXT("""", ""ACE1E39240A3871C67FCB4844F600EB8"", ""Wooden Shield"")","NSLOCTEXT("""", ""4ED1DDBB4FED2C47FF2AD78BD0AC5D13"", ""A rudimentary shield of loosely bound branches"")","NSLOCTEXT("""", ""976C51544B2981423A9D1CBB446C3B78"", ""<span style=\""italic\""> Presently the intention of the pirates became apparent to all, as a group of some thirty men advanced, pushing before them a great shield made out of the planks from the boats, and the timbers of the boat-house itself.</>\nThe Black Stranger\n\nMost warriors prefer to carry a shield into battle if there is one available. The best blow is the one that misses, but the second best blow is the one that you block.\nThis shield is a primitive bundle of branches, strapped together with rudimentary twine made from plant fibres. It will shatter under sustained blows, but it might be the difference between life and death."")","Weapon","20.000000","1","53","0","0","/Game/UI/Textures/Icons/icon_wood_shield.icon_wood_shield","None","False","10011","16","14174","8","0","0","0","0","51600","1","0","0","0","False","True"
51601,"NSLOCTEXT("""", ""FF1F39C94539BF2BD7E569BC1C078B92"", ""Bone Shield"")","NSLOCTEXT("""", ""B91252CD4F7A19178564C1B459B5F376"", ""A shield lashed together from the bones of the dead"")","NSLOCTEXT("""", ""885F77AA4F5195D813D8619AC4C20BD6"", ""<span style=\""italic\""> Wildly driven spears and knives glanced from his helmet or the shield on his left arm, while his broadsword cleft flesh and bone, split skulls, scattered brains and spilled entrails into the bloody dust.</>\nThe Snout in the Dark\n\nBones lashed to a wooden frame make for an intimidating defensive wall. Unfortunately, the brittle nature of bone means that intimidation is the strongest element of this shield. A few blows and it will shatter and leave the wielder vulnerable.\nMost warriors prefer to carry a shield into battle if there is one available. The best blow is the one that misses, but the second best blow is the one that you block.\nDarfari cannibals often craft this type of shield from the leftover bones in their sacrifice pits. The smell of charred flesh still clings to the bones."")","Weapon","20.000000","1","80","0","0","/Game/UI/Textures/Icons/icon_bone_shield-1.icon_bone_shield-1","None","False","10021","24","10011","16","14174","8","0","0","51601","1","0","0","0","False","True"
51602,"NSLOCTEXT("""", ""A46DAFA641C7F6AD07A0218621DFEDF7"", ""Wooden Targe"")","NSLOCTEXT("""", ""4CCF0BCA46ACCAEDA171AB944CA1414A"", ""A sturdy targe of wooden planks reinforced with iron"")","NSLOCTEXT("""", ""60A7D809460EE7A030F0B69EBE834CE2"", ""<span style=\""italic\""> Shields crashed against shields, and between them spears drove in and blood spurted.</>\nBlack Colossus\n\nA round shield, reinforced with metal around the rim and leather straps for ease of holding. It is not uncommon to cover the front of the targe with a sheet of leather or hide and decorate it with patterns.\nThe targe is a shield designed for attack as much a defence. A well placed strike with the shield can stagger an enemy and leave them open to attacks from a weapon in the main hand.\n"")","Weapon","40.000000","2","80","89201","0","/Game/UI/Textures/Icons/icon_ornamented_wood_shield.icon_ornamented_wood_shield","None","False","10011","16","11501","8","0","0","0","0","51602","1","0","0","0","False","True"
51611,"NSLOCTEXT("""", ""B77E7027451B858DDDF855A63742BAA6"", ""Iron Targe"")","NSLOCTEXT("""", ""4CD6120F49011397ED6E929B33A5A320"", ""A targe covered by iron shielding"")","NSLOCTEXT("""", ""4FBFE391489D0F7D6DF774ABA892226D"", ""<span style=\""italic\""> In ecstasy warriors clashed their notched swords on their riven shields, and the people of the town, ragged beggars and rich merchants, harlots in red kirtles and dames in silks and satins, fell to their knees and cried out for joy to Mitra, tears of gratitude streaming down their faces. </>\nThe Scarlet Citadel\n\nStrengthened with iron, this targe sacrifices some of its manoeuvrability for additional durability. The knobs on the front of the shield are designed to notch the weapons and claws of foes. \nThe rivets and design work do not point to a particular cultural tradition, but rather reflect the experimental nature of smith work in the Exiled Lands.\nThe targe is a shield designed for attack as much a defence. A well placed strike with the shield can stagger an enemy and leave them open to attacks from a weapon in the main hand."")","Weapon","60.000000","3","141","89201","0","/Game/UI/Textures/Icons/icon_iron_shield-1.icon_iron_shield-1","None","False","10011","16","11501","16","0","0","0","0","51611","1","0","0","0","False","True"
51621,"NSLOCTEXT("""", ""0506B2D4400069996C232D9DACCB1257"", ""Steel Heater Shield"")","NSLOCTEXT("""", ""4384AB5A45A53992B5DD5D9437B225E9"", ""A heater shield of beaten steel"")","NSLOCTEXT("""", ""DBFDC7554127B894B2A22F809B2A1AEB"", ""<span style=\""italic\""> The Stygians had discarded their bows; helmeted heads bent to the blast, dark eyes glaring over the rims of their shields, they came on in an inexorable surge, striding over their fallen comrades.</>\nBlack Collossus\n\nUsable by both infantry and cavalry, the heater shield is known for its unique shape and large area of protection.\nAs a defensive material, there is very little than can match the quality of steel. The additional weight is worth the extra protection."")","Weapon","120.000000","3","3855","89201","0","/Game/UI/Textures/Icons/icon_heater_shield.icon_heater_shield","None","False","10011","16","11502","16","0","0","0","0","51621","1","0","0","0","False","True"
51622,"NSLOCTEXT("""", ""8AC455854BAC8C3EC3E6FF857390CDB9"", ""Ancient Shield"")","NSLOCTEXT("""", ""708E8CA7473DBF202B2E12A34725A90A"", ""A whispering shield forged from an ancient design"")","NSLOCTEXT("""", ""2BB8A1334B850A75435ACDA69E3D2EDD"", ""<span style=\""italic\""> I am cursed. A fiend from the abysses has set his mark upon me. Night after night he lurks in the shadows, whispering awful secrets to me.</>\nBlack Colossus\n\nThis shield was created from designs looted in the unnamed city ruins within the Exiled Lands. The design of the shield is intricate, with a serpentlike design that is both repellent and fascinating when examined.\nThis shield is heavy but the solid construction offers additional protection against repeated blows. \nWhen equipped, this shield seems to whisper to its bearer in the long forgotten language of the Giant-Kings. This constant distraction drains the willpower of the user, but those who master it may uncover hidden strengths.\n"")","Weapon","120.000000","2","141","89201","0","/Game/UI/Textures/Icons/icon_ancient_iron_shield.icon_ancient_iron_shield","None","False","10011","16","11501","16","0","0","0","0","51623","1","0","0","0","False","True"
